Neo Reference ID,Absolute Magnitude,Est Dia in KM(max),Relative Velocity km per sec,Relative Velocity km per hr,Miss Dist.(kilometers),Orbit Uncertainity,Eccentricity,Orbital Period,Hazardous
2354182,20.7,0.430566244,7.27495247,26189.82889,50487804,0,0.238212385,447.7727172,TRUE
2401954,18.8,1.032856481,15.7269662,56617.0783,44619224,1,0.286890658,274.3613583,TRUE
3293790,25.6,0.045085821,12.94058038,46586.08938,6449812.5,5,0.232735564,274.9075017,FALSE
3758924,20.7,0.430566244,5.466562449,19679.62482,55124796,5,0.197865831,729.4146513,FALSE
3767262,20.5,0.472106499,17.498445,62994.40202,41051920,6,0.697931383,596.6333106,FALSE
3180147,23.1,0.142573883,17.70717333,63745.82397,50507120,6,0.270554784,426.7881117,FALSE
3354740,21.2,0.342010925,26.24281913,94474.14887,63741348,1,0.501879599,283.2277826,FALSE
3548887,28,0.014929318,10.93290882,39358.47176,38624548,4,0.127339996,337.8959237,FALSE
3549618,21,0.375007522,13.24262474,47673.44907,49360996,0,0.263975938,420.1285314,TRUE
3603226,20.3,0.517654482,18.94201223,68191.24403,63854496,0,0.392299097,921.1176938,FALSE
3613389,23,0.149293183,15.36638387,55318.98194,43334396,6,0.228620343,332.8105207,FALSE
2495168,20.3,0.517654482,18.94201219,68191.24387,63854496,0,0.392299097,921.1176938,FALSE
2283729,17.9,1.563291544,9.586232091,34510.43553,62086804,0,0.163520283,653.276668,FALSE
2450237,22.9,0.156329154,5.484537368,19744.33452,7090254,0,0.217248311,317.5310782,FALSE
3576629,20.3,0.517654482,11.19922395,40317.2062,48718216,0,0.603518349,1637.11144,FALSE
3725757,25.7,0.043056624,5.797517231,20871.06203,44422300,4,0.144112198,433.202832,FALSE
3065824,20.6,0.450858206,16.47423854,59307.25876,55874472,2,0.156563795,381.7306671,FALSE
3170202,20.3,0.517654482,12.16782281,43804.1621,47839592,0,0.198675037,327.7195514,FALSE
3519453,27,0.023661375,6.664058578,23990.61088,55458624,6,0.293154891,489.566879,FALSE
2154302,17.6,1.794898848,19.32217551,69559.83183,30218916,0,0.561672899,823.5269436,TRUE
3408650,26.6,0.02844723,9.002561798,32409.22247,41847528,6,0.202250654,308.6784704,FALSE
3467314,21.4,0.311917671,4.364268134,15711.36528,45458880,0,0.17931619,520.0914247,FALSE
2470975,21.4,0.311917671,4.364275967,15711.39348,45458916,0,0.179299324,520.0716263,FALSE
3764727,28.8,0.010328565,10.53170258,37914.12929,19072550,7,0.237907753,298.0788473,FALSE
2417201,19.7,0.682401509,18.76974875,67571.0955,64355120,0,0.064189996,543.787524,FALSE
3690051,20.3,0.517654482,12.33057749,44390.07896,61196952,2,0.422619179,483.6614306,TRUE
2302169,19.9,0.622357573,30.7308687,110631.1273,63182924,0,0.777481313,259.7797441,TRUE
2345705,18.6,1.132504611,21.64543409,77923.56274,41078724,0,0.421291039,245.3092396,FALSE
2434188,18.8,1.032856481,16.88345682,60780.44454,68708512,0,0.762684927,770.9733417,TRUE
3145501,18.6,1.132504611,17.49518468,62982.66486,73620400,0,0.333939793,849.1111123,FALSE
3307228,21.2,0.342010925,20.85472733,75077.01839,60037156,0,0.266289249,281.7243357,TRUE
3646599,19.5,0.748238376,27.46205332,98863.39194,70440928,1,0.425255594,343.3232166,TRUE
3759293,23.6,0.113250461,13.29571172,47864.5622,18510590,6,0.522478583,324.9404732,FALSE
2474425,18.8,1.032856481,17.49518955,62982.6824,73620416,0,0.333956766,848.9996057,FALSE
2482796,19.5,0.748238376,27.46204968,98863.37885,70440904,1,0.425220146,343.3163948,TRUE
2152754,19.1,0.899580388,16.86897683,60728.31658,57675052,0,0.497345757,474.7037032,TRUE
2345722,18.2,1.361570015,24.68713994,88873.7038,62530196,1,0.334752182,277.4556633,FALSE
2441304,20.9,0.392681082,2.798186674,10073.47203,41992532,1,0.102425287,601.7267911,FALSE
3025766,22.1,0.225964377,30.16998766,108611.9556,68774704,0,0.519454087,533.0107782,TRUE
3276398,22.1,0.225964377,9.227018617,33217.26702,11335098,4,0.245748511,342.8138466,FALSE
3309832,24.6,0.07145621,9.181942559,33054.99321,19772834,7,0.296629837,271.7149703,FALSE
3627109,27.3,0.020608196,13.47321043,48503.55755,60949260,7,0.136236012,460.9476117,FALSE
3674659,23.6,0.113250461,8.692487819,31292.95615,70671784,5,0.194667208,494.6070903,FALSE
3147550,25.5,0.04721065,10.94034409,39385.23871,8049676,9,0.556364494,1114.464969,FALSE
2052381,20,0.594346868,1.396674358,5028.027688,27149534,0,0.144095765,527.8860186,FALSE
2267221,19.8,0.651688382,35.1300407,126468.1465,62673688,0,0.659670171,386.8704957,TRUE
3102762,24.1,0.089958039,5.834696561,21004.90762,5850709,0,0.012961256,361.1807278,FALSE
3449126,20.7,0.430566244,10.81681017,38940.5166,60296708,0,0.454299015,425.1088638,FALSE
2481965,20.7,0.430566244,10.81680847,38940.51049,60296688,0,0.45421512,425.1155178,FALSE
2208115,20.7,0.430566244,12.55436557,45195.71604,46415732,0,0.354809028,541.0484242,TRUE
2267720,18.9,0.986370281,22.55476758,81197.16328,19512124,0,0.719716285,591.5953511,TRUE
3005969,22.3,0.206081961,17.50832367,63029.96523,39549616,1,0.397377018,240.4582932,FALSE
3739413,22.9,0.156329154,33.03698445,118933.144,74272176,6,0.561751282,266.2356981,FALSE
3766361,22.5,0.187948982,14.95789594,53848.42539,33024364,5,0.34779834,571.0922627,FALSE
2250458,18,1.492931834,31.89848175,114834.5343,59920232,0,0.49289124,375.467387,FALSE
3423027,22.6,0.179489885,4.962399961,17864.63986,24780724,2,0.042368421,443.7742471,FALSE
3448069,22.8,0.163696721,11.66768953,42003.68231,19365576,0,0.620483004,1092.895641,FALSE
3552523,24.9,0.062235757,7.962759424,28665.93393,36899620,6,0.313483546,327.3342229,FALSE
3616699,24.2,0.08590926,5.239581834,18862.4946,59191556,5,0.141491798,527.1624586,FALSE
3463371,20.8,0.411187571,16.82284169,60562.23009,56962212,1,0.299153918,318.4950216,FALSE
2405189,20.6,0.450858206,7.268605462,26166.97966,35372824,0,0.080550467,559.3236719,FALSE
3689018,26,0.037500752,16.77359839,60384.9542,58483464,7,0.28210891,272.8089832,FALSE
3558379,28.5,0.011858779,21.11715092,76021.74331,51631660,6,0.373055605,560.6105735,FALSE
3638286,24.9,0.062235757,24.99636609,89986.91793,54013164,7,0.464383258,323.2266205,FALSE
3743123,23.4,0.124176661,18.43500421,66366.01515,55724820,0,0.047854214,365.6050308,FALSE
2163691,17,2.366137501,26.47541526,95311.49493,69132704,0,0.522729559,1370.417075,FALSE
3050514,24.1,0.089958039,16.77003428,60372.12341,15023791,0,0.540331709,784.4350264,FALSE
3371362,19.8,0.651688382,18.74829545,67493.86361,46546908,6,0.598247019,1408.643722,FALSE
3522123,20.8,0.411187571,11.1737358,40225.44887,54352336,0,0.436986933,314.1655407,TRUE
2468727,20.8,0.411187571,11.17373566,40225.44839,54352388,0,0.436955196,314.1557777,TRUE
3772396,20.62,0.446724713,14.8070244,53305.28783,43617368,5,0.358258219,563.3094545,TRUE
3136736,21.6,0.284472297,3.907159534,14065.77432,30308656,0,0.195894881,467.8970849,FALSE
3267065,22.8,0.163696721,12.1624947,43784.98092,30657952,2,0.184882264,373.9401232,FALSE
3388356,22.7,0.171411509,14.21475487,51173.11753,61769748,0,0.265169141,609.1447396,FALSE
2488615,21.6,0.284472297,3.907159559,14065.77441,30308656,0,0.195969812,467.9129458,FALSE
3117468,22.5,0.187948982,11.69094129,42087.38865,16633575,1,0.462699944,358.9328872,FALSE
3608622,24.3,0.082042707,20.29146708,73049.28148,53663108,7,0.294017978,299.7934755,FALSE
3602933,22.3,0.206081961,5.311141231,19120.10843,15139507,2,0.271549413,468.8086224,FALSE
2026379,18,1.492931834,19.28973739,69443.05462,27458170,1,0.576100293,743.3233108,FALSE
3151655,22.4,0.196806745,14.42068705,51914.47337,1391554.75,1,0.582092867,227.8312398,FALSE
3712947,26.1,0.03581294,16.09132375,57928.7655,26778782,7,0.503070751,200.0254608,FALSE
3736406,22.2,0.215794305,12.02526552,43290.95586,61132148,5,0.38041725,316.8068658,FALSE
3143112,21.6,0.284472297,11.09052841,39925.90226,45604048,1,0.222329966,559.645205,FALSE
3151654,19,0.941976306,19.92452594,71728.29339,74531680,0,0.397531032,1023.533493,FALSE
3152322,24.7,0.068240151,7.561350983,27220.86354,2373613,7,0.228830121,538.1103022,FALSE
3409432,19.7,0.682401509,19.20004118,69120.14825,49483748,0,0.326263276,910.1650926,FALSE
3590077,19.3,0.820427065,19.80207432,71287.46754,70939712,1,0.463403965,253.4612987,FALSE
3591267,18.2,1.361570015,41.01520491,147654.7377,64586540,1,0.740701815,767.7387567,FALSE
2488640,19,0.941976306,19.92453552,71728.32786,74531720,0,0.397478915,1023.462769,FALSE
3608565,22.1,0.225964377,13.14273235,47313.83645,29012376,7,0.469128909,447.7384781,FALSE
2264993,20.4,0.494356193,8.677229717,31238.02698,18279898,0,0.410814052,589.2408903,TRUE
2293054,18.4,1.241766613,22.18800479,79876.81725,62078932,0,0.767268865,1471.949855,FALSE
2350462,22.1,0.225964377,3.457823165,12448.1634,24626784,0,0.118703189,456.910796,FALSE
3152308,20.6,0.450858206,28.00636182,100822.9026,36232296,0,0.31771746,595.1843137,FALSE
3562320,25.6,0.045085821,9.989543473,35962.3565,15638785,7,0.198610407,292.9938206,FALSE
3717082,21,0.375007522,15.51423398,55851.24233,59492580,4,0.169415417,488.7464242,TRUE
2467347,20.6,0.450858206,28.00634951,100822.8582,36232308,0,0.317744446,595.164445,FALSE
3753024,22.9,0.156329154,5.946991274,21409.16859,22220040,3,0.319291441,339.0942472,FALSE
3672907,21,0.375007522,9.077982332,32680.73639,28132324,3,0.358281192,285.3789788,FALSE
2085990,20.2,0.542050786,7.398594695,26634.9409,43677712,0,0.311389692,369.7020552,TRUE
3582516,21.7,0.271668934,7.904816096,28457.33795,33823864,1,0.134241372,476.0472787,TRUE
3720440,22,0.23661375,25.40157658,91445.6757,18181334,3,0.750361148,254.1823643,TRUE
3166087,24.6,0.07145621,5.961627373,21461.85854,50066136,7,0.241649116,479.3645524,FALSE
3563424,22.9,0.156329154,8.468191154,30485.48815,46765136,6,0.395782092,970.0968093,FALSE
3026912,25.3,0.051765448,5.750756257,20702.72252,26250954,5,0.189523283,374.6589184,FALSE
3770988,23.3,0.130028927,9.390630259,33806.26893,37536336,4,0.434187236,302.9495555,FALSE
2171819,18.3,1.30028927,6.012069655,21643.45076,67615136,0,0.166467071,668.1269854,FALSE
2455415,21.2,0.342010925,4.294664639,15460.7927,10545659,0,0.191449091,530.074787,FALSE
3376345,25.4,0.049435619,10.71326966,38567.77077,27546496,6,0.108927099,357.5352222,FALSE
3563857,22.1,0.225964377,11.72606718,42213.84183,19346408,5,0.480997068,974.0193206,FALSE
3763268,26.2,0.034201093,18.47969696,66526.90905,46930544,5,0.327992075,457.0702859,FALSE
2141484,16.4,3.119176705,10.85238066,39068.57038,46779844,0,0.369482223,290.2381576,FALSE
3036363,23.7,0.108153351,8.594661363,30940.78091,22684586,0,0.430378448,268.8265112,FALSE
3182829,19.7,0.682401509,17.38248952,62576.96225,32056584,1,0.170168661,344.1309398,FALSE
3276601,20.4,0.494356193,14.07207602,50659.47368,31943122,0,0.394770404,257.0582184,FALSE
3560773,20.8,0.411187571,25.29297583,91054.71298,61319348,0,0.441030276,433.8506954,FALSE
3634713,26.5,0.029787906,14.92573799,53732.65677,40403832,4,0.541260701,1207.365671,FALSE
3669253,18.9,0.986370281,13.56000314,48816.01129,6688478.5,1,0.259185262,286.6550639,TRUE
3735678,23.3,0.130028927,16.53862842,59539.06231,68795944,6,0.330027217,276.1376932,FALSE
3764726,26,0.037500752,5.210248901,18756.89604,26760848,2,0.218922023,340.2977932,FALSE
2488803,20.4,0.494356193,14.07207702,50659.47728,31943132,0,0.394849626,257.0188531,FALSE
3275512,20,0.594346868,16.32622933,58774.42558,71927856,1,0.614609552,706.0076812,TRUE
3409961,21.2,0.342010925,11.46687046,41280.73364,8981903,0,0.492429844,921.9196234,TRUE
3529626,25.7,0.043056624,14.37247573,51740.91263,22536518,7,0.34807879,283.064336,FALSE
3619726,22.8,0.163696721,4.926932859,17736.95829,52692232,3,0.250189177,526.4075179,FALSE
3715468,28.4,0.012417666,9.604570904,34576.45525,13987979,6,0.535837216,991.3828739,FALSE
2163694,17.3,2.060819612,11.06652895,39839.50423,61358048,0,0.54313475,1569.306277,FALSE
2333478,18.2,1.361570015,22.58807689,81317.0768,47509464,0,0.464847743,299.0389735,FALSE
3552671,20.3,0.517654482,19.46560804,70076.18894,74620848,7,0.450248332,851.3248194,FALSE
3735654,23.4,0.124176661,19.04974801,68579.09283,50950388,6,0.354712972,553.3534722,FALSE
3528338,21.5,0.297879063,17.38454832,62584.37393,65600692,1,0.379366478,427.3328233,FALSE
3684009,20.8,0.411187571,9.566859573,34440.69446,34714076,3,0.442783598,573.3054126,FALSE
2009202,15.9,3.926810818,26.26278025,94546.00889,67479904,0,0.607508524,620.5670095,FALSE
2066251,16.9,2.477650126,1.762249328,6344.097579,60572136,0,0.198076721,694.9639201,FALSE
3542555,21.5,0.297879063,12.81692816,46140.94139,20674518,7,0.37643086,282.6541251,FALSE
3773058,28.665,0.01099107,7.751716325,27906.17877,8998057,4,0.287021575,533.8721114,FALSE
3776278,21.457,0.303836524,9.679310488,34845.51776,40135208,4,0.25448575,341.4269812,TRUE
3337713,19.3,0.820427065,20.12099352,72435.57666,69821488,1,0.166316084,563.319721,FALSE
3465534,23.2,0.136157002,12.71220974,45763.95506,11855450,7,0.342678129,362.9982895,FALSE
3616348,22.5,0.187948982,18.42098897,66315.5603,61704260,3,0.245227055,401.0843007,FALSE
2068347,19.9,0.622357573,9.37626752,33754.56307,67095564,0,0.379768572,345.1081149,TRUE
2393569,20.3,0.517654482,7.402589777,26649.3232,33877264,0,0.315328279,402.2226176,FALSE
3292011,23.2,0.136157002,4.120224846,14832.80945,70523144,6,0.302965634,700.2612656,FALSE
3748472,26.9,0.024776501,2.608256041,9389.721746,12762400,7,0.165903217,366.457019,FALSE
2406952,17.2,2.157943048,33.84184562,121830.6442,67176392,0,0.717300603,504.9472924,FALSE
3157333,18.7,1.081533507,5.69908862,20516.71903,51970036,0,0.450394497,1208.745665,FALSE
3158115,22.6,0.179489885,9.092899876,32734.43955,15802181,5,0.159534957,520.6063883,FALSE
3532365,21.3,0.326617897,10.62790278,38260.45001,73047712,1,0.324490495,436.0878123,FALSE
3150768,24.5,0.074823838,9.159068209,32972.64555,26278520,5,0.051790464,342.3420953,FALSE
2242187,17.9,1.563291544,4.756550156,17123.58056,43042004,0,0.480062688,1312.235053,FALSE
3156300,17.8,1.636967205,7.24183258,26070.59729,56552432,0,0.527391506,1573.698802,FALSE
3423321,22.4,0.196806745,9.879924361,35567.7277,13318350,7,0.272645986,457.0027122,FALSE
2468448,17.8,1.636967205,7.241799458,26070.47805,56552644,0,0.527442051,1573.386688,FALSE
3600242,19.9,0.622357573,39.29758574,141471.3087,74320944,2,0.515313587,321.0931879,TRUE
3763547,27.6,0.017948989,12.89240914,46412.67289,60266052,6,0.110197443,429.990919,FALSE
3773650,21.494,0.298703271,18.08337044,65100.13358,72124424,5,0.383885058,298.4777408,FALSE
2357439,19.3,0.820427065,12.16814802,43805.33288,58535068,0,0.40259709,672.5126998,TRUE
3160726,26.5,0.029787906,10.90719432,39265.89955,1528530.875,7,0.61178588,1421.234958,FALSE
3347493,25.3,0.051765448,15.55889786,56012.03231,50239380,5,0.173857866,357.221115,FALSE
3428255,22.9,0.156329154,16.24415459,58478.95652,16568694,2,0.407262127,303.0242041,FALSE
3608618,19.8,0.651688382,36.23878292,130459.6185,62911212,7,0.453429413,408.1296366,TRUE
3757424,22.1,0.225964377,10.08541097,36307.47951,49276908,5,0.381665956,953.338165,FALSE
2369986,20.6,0.450858206,18.55462983,66796.66737,35325576,0,0.698595713,228.5214469,FALSE
2418198,19,0.941976306,17.52292207,63082.51945,45836112,1,0.379618045,287.1675764,FALSE
2459462,20,0.594346868,14.55183371,52386.60135,58636648,0,0.474687675,550.3989838,FALSE
3157482,19.5,0.748238376,14.87159715,53537.74972,67337200,0,0.348023868,886.1686968,FALSE
3158123,20.6,0.450858206,13.61263853,49005.49869,18043472,0,0.33170827,394.8583233,FALSE
3253645,24.2,0.08590926,19.02101083,68475.63898,51582424,8,0.186423985,340.6026944,FALSE
3323933,19.6,0.714562102,41.11112845,148000.0624,71481008,0,0.614548819,999.5758102,FALSE
3160850,19.8,0.651688382,12.49584872,44985.05541,19324200,1,0.647141311,1314.045122,TRUE
2163692,18,1.492931834,23.67047315,85213.70334,72643504,0,0.410508382,688.6540062,FALSE
3152308,20.6,0.450858206,26.95293565,97030.56833,45217632,0,0.31771746,595.1843137,FALSE
3293789,20.9,0.392681082,14.71110598,52959.98152,74514496,1,0.271075407,705.66339,FALSE
3367904,23.4,0.124176661,18.67792929,67240.54545,71378312,2,0.386794963,288.8841352,FALSE
3516407,21.1,0.358129403,19.4757508,70112.70287,43564336,1,0.373596969,631.7371901,FALSE
3633139,22.5,0.187948982,12.42702584,44737.29302,36677232,3,0.192799583,330.011833,FALSE
3651205,26.6,0.02844723,21.88246918,78776.88904,66399600,3,0.314700139,284.5475443,FALSE
3653519,23.7,0.108153351,19.20529856,69139.07483,60074932,6,0.470947396,915.7026315,FALSE
3691160,20.9,0.392681082,3.646679965,13128.04787,56986648,4,0.351656891,999.8433233,FALSE
2467347,20.6,0.450858206,26.95292405,97030.52658,45217612,0,0.317744446,595.164445,FALSE
3160847,19.9,0.622357573,4.9054524,17659.62864,41251924,6,0.512356814,1508.737522,FALSE
3163746,20.1,0.567596853,30.54738929,109970.6014,18449452,0,0.818559646,471.3953092,FALSE
3163760,17.9,1.563291544,36.78115005,132412.1402,61276376,1,0.567383362,1384.709508,FALSE
3164412,22.6,0.179489885,9.315995786,33537.58483,29311380,2,0.228982647,374.3217965,FALSE
3164413,23.3,0.130028927,10.78194022,38814.98479,12420380,8,0.155814627,520.3021186,FALSE
2175921,18.3,1.30028927,29.43623792,105970.4565,70191368,0,0.483858695,585.0244746,FALSE
3158120,19,0.941976306,8.827803983,31780.09434,17770576,0,0.604394789,1424.830136,FALSE
3278078,21.7,0.271668934,23.09599483,83145.5814,67825448,1,0.277438592,430.9255722,TRUE
3353630,20.6,0.450858206,29.78345356,107220.4328,57033388,1,0.699360701,1112.529352,FALSE
3545705,25.1,0.056759685,15.86581839,57116.9462,58427312,7,0.202910881,324.145966,FALSE
3652985,22.4,0.196806745,21.16956575,76210.4367,33863420,3,0.482975361,260.5092329,FALSE
3476774,21.2,0.342010925,17.45589022,62841.20481,27129212,1,0.144743923,442.0667348,FALSE
3765021,27.4,0.019680675,8.949734099,32219.04276,27035334,6,0.223486502,525.823907,FALSE
3163759,24.4,0.078350176,10.78216672,38815.8002,7133538,7,0.658567473,1713.774354,FALSE
3164411,20.1,0.567596853,11.58958381,41722.50173,45054412,0,0.495844916,1222.605553,FALSE
3392298,24.7,0.068240151,26.50763433,95427.48358,74260728,8,0.187123805,358.065825,FALSE
3440396,23.1,0.142573883,11.1229122,40042.48391,28941416,2,0.35369209,303.6568765,FALSE
3471974,24.2,0.08590926,6.187835242,22276.20687,25228576,0,0.468644399,1090.988621,FALSE
3656792,28.2,0.0136157,5.536447668,19931.21161,17140942,5,0.074614239,332.5852306,FALSE
3712665,24,0.094197631,6.15014964,22140.5387,47854544,4,0.148396751,440.0291283,FALSE
2152680,19.4,0.783501764,14.01914531,50468.92311,54885520,0,0.639783205,636.3001369,TRUE
2436774,18.4,1.241766613,13.33672568,48012.21244,54814044,1,0.486256927,499.5211281,TRUE
3092339,22.4,0.196806745,12.13434301,43683.63483,63166972,0,0.491415842,336.8342476,FALSE
3184470,22.2,0.215794305,8.920510153,32113.83655,74706872,0,0.335842022,499.6740356,FALSE
3562834,21.7,0.271668934,19.31889343,69548.01634,73117984,4,0.162453461,411.8723336,FALSE
3654382,25,0.059434687,12.88709291,46393.53449,17003330,2,0.568506215,1197.94083,FALSE
3764822,22.6,0.179489885,12.81213401,46123.68242,21600770,5,0.233429742,433.1977603,FALSE
2329437,19.4,0.783501764,6.068827009,21847.77723,36105328,0,0.243087235,330.4603151,TRUE
2450259,19.6,0.714562102,8.631520791,31073.47485,58528428,0,0.453512714,882.387252,FALSE
3076547,20.3,0.517654482,10.14134963,36508.85868,28483584,0,0.45871135,1086.556747,FALSE
2141498,18.3,1.30028927,17.73066608,63830.39791,61328428,0,0.566466548,323.1540276,FALSE
2163899,17.3,2.060819612,18.86550318,67915.81144,64657620,0,0.210621656,274.9747562,TRUE
3170203,20.9,0.392681082,8.594495654,30940.18436,3575105,1,0.267042799,301.3204004,TRUE
3172328,21.7,0.271668934,3.698820127,13315.75246,72423648,4,0.397598835,845.4990238,FALSE
3309828,20.4,0.494356193,19.68974057,70883.06606,68138024,0,0.333597405,234.1101633,TRUE
3410534,26.7,0.027166893,20.55719613,74005.90608,69186792,6,0.277250796,509.6182993,FALSE
3760889,18.2,1.361570015,26.41589658,95097.22768,71872928,4,0.783537758,1607.871263,FALSE
3624059,24.2,0.08590926,15.2870777,55033.4797,24670308,7,0.535942672,203.9917492,FALSE
3624741,19,0.941976306,35.64278887,128314.0399,57048936,3,0.770621379,1667.7946,TRUE
3703545,22.3,0.206081961,24.95512058,89838.43409,50118512,3,0.476156751,305.2213719,FALSE
3738552,25.8,0.041118757,19.31154083,69521.54698,54842884,6,0.256288625,337.0845785,FALSE
3170210,20.4,0.494356193,14.27813109,51401.27193,51216528,7,0.394301043,1144.720175,FALSE
2162004,18.2,1.361570015,15.19945831,54718.04993,51665676,0,0.664511877,307.0898465,FALSE
2230111,19.1,0.899580388,11.75575297,42320.71068,8973133,0,0.369145978,272.7925064,TRUE
2310442,19.9,0.622357573,9.211980811,33163.13092,29867686,0,0.423252865,292.7849188,TRUE
2426082,20.1,0.567596853,11.6354832,41887.7395,56587436,0,0.127385662,574.5626934,FALSE
3174196,18.1,1.425738833,37.1742967,133827.4681,42032432,0,0.889569572,1952.693038,FALSE
3595775,22.2,0.215794305,15.31152241,55121.48067,24258846,0,0.327569213,728.2230132,FALSE
2217013,18.7,1.081533507,21.17165892,76217.97213,64068144,0,0.197958096,554.3913375,FALSE
2259221,19.2,0.859092601,38.2699085,137771.6706,43432044,0,0.833101194,421.5434596,FALSE
3174184,24.4,0.078350176,9.803431505,35292.35342,7054503,0,0.609949939,1451.700506,FALSE
3172332,25.9,0.039268108,3.495770884,12584.77518,1973172.375,6,0.254240699,563.1130233,FALSE
3311964,21.8,0.259441818,14.5292242,52305.2071,61035972,1,0.649191243,355.5542142,TRUE
3009717,20.5,0.472106499,20.45935568,73653.68046,24304872,1,0.368012435,318.7642441,FALSE
3174201,20.4,0.494356193,19.19396819,69098.28549,21931470,9,0.724640447,903.8846836,FALSE
3402204,26.4,0.031191767,8.991811654,32370.52195,2591530,6,0.312280976,492.7790737,FALSE
3740342,21.9,0.247765013,14.61345884,52608.45184,51309612,6,0.38476454,442.0090065,FALSE
2455176,20.6,0.450858206,35.23105131,126831.7847,47014092,0,0.738662056,549.6543059,TRUE
3763621,19.7,0.682401509,12.03476772,43325.16378,47754436,4,0.406554117,789.6212314,FALSE
3172317,24.4,0.078350176,8.06410968,29030.79485,8909012,8,0.376260282,663.1361628,FALSE
2163818,18.4,1.241766613,8.448343656,30414.03716,36433692,0,0.354383287,497.776079,TRUE
3174203,19.4,0.783501764,33.59908447,120956.7041,51283632,0,0.613300365,574.4269648,FALSE
3176186,20.7,0.430566244,14.91793452,53704.56428,21708708,0,0.711130725,1423.432965,TRUE
3753079,26.1,0.03581294,16.54337678,59556.1564,46657784,7,0.258977539,309.9845639,FALSE
3754384,25.3,0.051765448,4.427004805,15937.2173,26800898,2,0.069989464,394.741688,FALSE
3713303,20.2,0.542050786,23.30861602,83911.01766,62851940,2,0.500077445,670.5789408,FALSE
3160731,21.7,0.271668934,7.989241577,28761.26968,32587680,0,0.27816823,527.3570583,FALSE
3172318,19.5,0.748238376,13.20401443,47534.45196,54332276,1,0.517920458,1019.157545,FALSE
3174216,19.3,0.820427065,15.10471142,54376.96111,25208886,1,0.53339274,1017.996723,FALSE
3276398,22.1,0.225964377,6.398311958,23033.92305,33663012,4,0.245748511,342.8138466,FALSE
3358522,21.5,0.297879063,9.985247217,35946.88998,53524356,1,0.303662271,269.9909064,TRUE
3448993,21.3,0.326617897,13.60155695,48965.60501,68413736,7,0.367314668,463.57044,TRUE
3508131,22.7,0.171411509,14.49623287,52186.43834,26946582,0,0.148046816,440.6127195,FALSE
3744562,27.5,0.018794898,17.04816866,61373.40716,61069528,6,0.160308247,329.0031558,FALSE
2474451,21.7,0.271668934,7.989230666,28761.2304,32587688,0,0.278366313,527.4644536,FALSE
3736807,27.4,0.019680675,7.750614604,27902.21258,44228032,6,0.279378085,363.1592142,FALSE
2085989,17.1,2.259643771,16.13292899,58078.54435,70818528,0,0.632837373,303.0997645,TRUE
2088188,16,3.750075218,6.324643755,22768.71752,37229348,0,0.391680431,1039.29868,FALSE
2411165,21.8,0.259441818,23.60479925,84977.27731,46225072,0,0.502997133,738.1601242,TRUE
3293831,26.7,0.027166893,13.60425504,48975.31813,55362588,7,0.362739711,336.8997798,FALSE
3370167,21.4,0.311917671,21.73828966,78257.84279,38954120,1,0.410133369,271.378308,TRUE
3557958,25.2,0.054205079,10.05174451,36186.28025,40597768,6,0.083301964,423.9439675,FALSE
3704145,22.6,0.179489885,10.45135617,37624.88221,58673028,3,0.263778707,405.2343669,FALSE
3778076,23.331,0.128185818,17.25498099,62117.93158,34831240,7,0.446780374,355.8639832,FALSE
2271480,17.6,1.794898848,18.28392722,65822.138,9859714,0,0.441937634,517.0520598,FALSE
3082930,21.5,0.297879063,15.4989849,55796.34563,6397248.5,1,0.597409101,795.2604262,TRUE
3177201,24,0.094197631,4.036852892,14532.67041,1968957.875,5,0.16234876,465.2763482,FALSE
3250193,21.4,0.311917671,33.62445997,121048.0559,66422476,9,0.173406505,339.809537,FALSE
3445544,24.6,0.07145621,15.42042304,55513.52296,51737624,7,0.187320033,308.0415608,FALSE
3579748,23.2,0.136157002,16.6507562,59942.72232,42516900,0,0.22963411,490.0876374,FALSE
3627115,21.1,0.358129403,23.48050936,84529.83371,42267220,2,0.720124699,280.8130472,FALSE
3648632,23.9,0.098637028,10.46403189,37670.5148,34201028,7,0.268185915,454.2723961,FALSE
3177216,24.5,0.074823838,10.82861928,38983.02939,3919264,8,0.299507299,545.6039243,FALSE
2141526,19.9,0.622357573,15.76561169,56756.20207,49873784,1,0.322554559,373.0435263,FALSE
2141531,19.1,0.899580388,18.16556026,65396.01693,42442772,0,0.529053725,360.9082147,FALSE
2267940,20.3,0.517654482,12.21915067,43988.94242,44080332,0,0.523894088,424.5639518,FALSE
3177211,21.1,0.358129403,11.84581267,42644.92562,69932176,1,0.324614733,949.658442,FALSE
3177208,24.3,0.082042707,6.915753974,24896.71431,5967348.5,7,0.231348274,562.0835449,FALSE
3378868,20.1,0.567596853,8.037598685,28935.35526,59555428,0,0.084688625,539.6745693,FALSE
3760542,23.6,0.113250461,6.582784627,23698.02466,57387036,6,0.187401717,532.4430056,FALSE
3771800,25.102,0.056707432,10.9452561,39402.92198,12919824,7,0.263081799,430.2846542,FALSE
2393569,20.3,0.517654482,9.632687499,34677.675,60051916,0,0.315328279,402.2226176,FALSE
3177177,22.4,0.196806745,9.771459193,35177.2531,8642737,7,0.532932061,1041.987934,FALSE
3180148,19.5,0.748238376,31.69736289,114110.5064,41753000,1,0.311513741,596.6553633,FALSE
3387458,22,0.23661375,24.20310495,87131.17783,54599128,6,0.417640761,580.2869517,TRUE
